Project,Category,Template Name,Source,SOP Page Title,SOP Page ID,SOP Version,SOP Author,Template Code,Has EN,Has ZH,Confluence Link,Notes
AOPS/POS Templates,Global Transfer Matrix,Date of collection failure,bold,Global Transfer Matrix SOP (DSC2S),1256175181,91,Jenn Gill,GTM,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256175181,
AOPS/POS Templates,Global Transfer Matrix,Determine Tier,bold,Global Transfer Matrix SOP (DSC2S),1256175181,91,Jenn Gill,GTM,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256175181,
AOPS/POS Templates,Global Transfer Matrix,Determine if team can work the ticket,bold,Global Transfer Matrix SOP (DSC2S),1256175181,91,Jenn Gill,GTM,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256175181,
AOPS/POS Templates,Global Transfer Matrix,Do Not Transfer List,expand_macro,Global Transfer Matrix SOP (DSC2S),1256175181,91,Jenn Gill,GTM,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256175181,
AOPS/POS Templates,Global Transfer Matrix,"Does this change need to be verified by the supplier? NO,",bold,Global Transfer Matrix SOP (DSC2S),1256175181,91,Jenn Gill,GTM,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256175181,
AOPS/POS Templates,Global Transfer Matrix,Enter Order Processing Ticket,bold,Global Transfer Matrix SOP (DSC2S),1256175181,91,Jenn Gill,GTM,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256175181,
AOPS/POS Templates,Global Transfer Matrix,Enter a ticket from Partner Home,bold,Global Transfer Matrix SOP (DSC2S),1256175181,91,Jenn Gill,GTM,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256175181,
AOPS/POS Templates,Global Transfer Matrix,Enter a ticket from landing page,bold,Global Transfer Matrix SOP (DSC2S),1256175181,91,Jenn Gill,GTM,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256175181,
AOPS/POS Templates,Global Transfer Matrix,Finance Ops (FINSAP),expand_macro,Global Transfer Matrix SOP (DSC2S),1256175181,91,Jenn Gill,GTM,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256175181,
AOPS/POS Templates,Global Transfer Matrix,Findability (FIND),expand_macro,Global Transfer Matrix SOP (DSC2S),1256175181,91,Jenn Gill,GTM,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256175181,
AOPS/POS Templates,Global Transfer Matrix,Findability Operations (FIND),bold,Global Transfer Matrix SOP (DSC2S),1256175181,91,Jenn Gill,GTM,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256175181,
AOPS/POS Templates,Global Transfer Matrix,First Mile Ops,expand_macro,Global Transfer Matrix SOP (DSC2S),1256175181,91,Jenn Gill,GTM,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256175181,
AOPS/POS Templates,Global Transfer Matrix,Fix Bad Data - Incorrect Swatches,bold,Global Transfer Matrix SOP (DSC2S),1256175181,91,Jenn Gill,GTM,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256175181,
AOPS/POS Templates,Global Transfer Matrix,Flag to Leadership,bold,Global Transfer Matrix SOP (DSC2S),1256175181,91,Jenn Gill,GTM,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256175181,
AOPS/POS Templates,Global Transfer Matrix,Flag to leadership and request that they escalate the issue to Tier 2.,paragraph,Global Transfer Matrix SOP (DSC2S),1256175181,91,Jenn Gill,GTM,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256175181,
AOPS/POS Templates,Global Transfer Matrix,Gather Information,expand_macro,Global Transfer Matrix SOP (DSC2S),1256175181,91,Jenn Gill,GTM,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256175181,
AOPS/POS Templates,Global Transfer Matrix,Handling the Ticket,bold,Global Transfer Matrix SOP (DSC2S),1256175181,91,Jenn Gill,GTM,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256175181,
AOPS/POS Templates,Global Transfer Matrix,IF: Order is Bannered for RMT,bold,Global Transfer Matrix SOP (DSC2S),1256175181,91,Jenn Gill,GTM,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256175181,
AOPS/POS Templates,Global Transfer Matrix,"IF: Phone outreach to the customer is required, or a wizard needs to be run to resolve the issue",expand_macro,Global Transfer Matrix SOP (DSC2S),1256175181,91,Jenn Gill,GTM,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256175181,
AOPS/POS Templates,Global Transfer Matrix,IF: Tier II Approves Transfer,expand_macro,Global Transfer Matrix SOP (DSC2S),1256175181,91,Jenn Gill,GTM,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256175181,
AOPS/POS Templates,Global Transfer Matrix,Identify Report Type,bold,Global Transfer Matrix SOP (DSC2S),1256175181,91,Jenn Gill,GTM,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256175181,
AOPS/POS Templates,Global Transfer Matrix,Identify the Order,bold,Global Transfer Matrix SOP (DSC2S),1256175181,91,Jenn Gill,GTM,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256175181,
AOPS/POS Templates,Global Transfer Matrix,Initiate Ticket Move,bold,Global Transfer Matrix SOP (DSC2S),1256175181,91,Jenn Gill,GTM,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256175181,
AOPS/POS Templates,Global Transfer Matrix,Initiate a Ticket Move,bold,Global Transfer Matrix SOP (DSC2S),1256175181,91,Jenn Gill,GTM,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256175181,
AOPS/POS Templates,Global Transfer Matrix,Initiate a ticket move,paragraph,Global Transfer Matrix SOP (DSC2S),1256175181,91,Jenn Gill,GTM,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256175181,
AOPS/POS Templates,Global Transfer Matrix,Input the Settings,bold,Global Transfer Matrix SOP (DSC2S),1256175181,91,Jenn Gill,GTM,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256175181,
AOPS/POS Templates,Global Transfer Matrix,Interdepartment Transfers,expand_macro,Global Transfer Matrix SOP (DSC2S),1256175181,91,Jenn Gill,GTM,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256175181,
AOPS/POS Templates,Global Transfer Matrix,Internal Note template (this is a required step),paragraph,Global Transfer Matrix SOP (DSC2S),1256175181,91,Jenn Gill,GTM,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256175181,
AOPS/POS Templates,Global Transfer Matrix,Internal Note:,paragraph,Global Transfer Matrix SOP (DSC2S),1256175181,91,Jenn Gill,GTM,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256175181,
AOPS/POS Templates,Global Transfer Matrix,Internal Template,expand_macro,Global Transfer Matrix SOP (DSC2S),1256175181,91,Jenn Gill,GTM,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256175181,
AOPS/POS Templates,Global Transfer Matrix,Is the WH closed for lunch?,bold,Global Transfer Matrix SOP (DSC2S),1256175181,91,Jenn Gill,GTM,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256175181,
AOPS/POS Templates,Global Transfer Matrix,Issue with Carrier: (missed or partial collection),bold,Global Transfer Matrix SOP (DSC2S),1256175181,91,Jenn Gill,GTM,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256175181,
AOPS/POS Templates,Global Transfer Matrix,Issues that SHOULD NOT be Transferred to ASIADESK,expand_macro,Global Transfer Matrix SOP (DSC2S),1256175181,91,Jenn Gill,GTM,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256175181,
AOPS/POS Templates,Global Transfer Matrix,Issues that SHOULD NOT be Transferred to CARTON,expand_macro,Global Transfer Matrix SOP (DSC2S),1256175181,91,Jenn Gill,GTM,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256175181,
AOPS/POS Templates,Global Transfer Matrix,Issues that SHOULD NOT be Transferred to DESK,expand_macro,Global Transfer Matrix SOP (DSC2S),1256175181,91,Jenn Gill,GTM,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256175181,
AOPS/POS Templates,Global Transfer Matrix,Issues that SHOULD NOT be Transferred to ENRICH,expand_macro,Global Transfer Matrix SOP (DSC2S),1256175181,91,Jenn Gill,GTM,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256175181,
AOPS/POS Templates,Global Transfer Matrix,Issues that SHOULD NOT be Transferred to FIND,expand_macro,Global Transfer Matrix SOP (DSC2S),1256175181,91,Jenn Gill,GTM,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256175181,
AOPS/POS Templates,Global Transfer Matrix,Issues that SHOULD NOT be Transferred to FINSAP,expand_macro,Global Transfer Matrix SOP (DSC2S),1256175181,91,Jenn Gill,GTM,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256175181,
AOPS/POS Templates,Global Transfer Matrix,Issues that SHOULD NOT be Transferred to FMOP,expand_macro,Global Transfer Matrix SOP (DSC2S),1256175181,91,Jenn Gill,GTM,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256175181,
AOPS/POS Templates,Global Transfer Matrix,Issues that SHOULD NOT be Transferred to KAC,expand_macro,Global Transfer Matrix SOP (DSC2S),1256175181,91,Jenn Gill,GTM,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256175181,
AOPS/POS Templates,Global Transfer Matrix,Issues that SHOULD NOT be Transferred to MCOMPLY,expand_macro,Global Transfer Matrix SOP (DSC2S),1256175181,91,Jenn Gill,GTM,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256175181,
AOPS/POS Templates,Global Transfer Matrix,Issues that SHOULD be Transferred to ASIADESK,expand_macro,Global Transfer Matrix SOP (DSC2S),1256175181,91,Jenn Gill,GTM,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256175181,
AOPS/POS Templates,Global Transfer Matrix,Issues that SHOULD be Transferred to CARTON,expand_macro,Global Transfer Matrix SOP (DSC2S),1256175181,91,Jenn Gill,GTM,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256175181,
AOPS/POS Templates,Global Transfer Matrix,Issues that SHOULD be Transferred to CGOB,expand_macro,Global Transfer Matrix SOP (DSC2S),1256175181,91,Jenn Gill,GTM,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256175181,
AOPS/POS Templates,Global Transfer Matrix,Issues that SHOULD be Transferred to DESK,expand_macro,Global Transfer Matrix SOP (DSC2S),1256175181,91,Jenn Gill,GTM,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256175181,
AOPS/POS Templates,Global Transfer Matrix,Issues that SHOULD be Transferred to ENRICH,expand_macro,Global Transfer Matrix SOP (DSC2S),1256175181,91,Jenn Gill,GTM,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256175181,
AOPS/POS Templates,Global Transfer Matrix,Issues that SHOULD be Transferred to FIND,expand_macro,Global Transfer Matrix SOP (DSC2S),1256175181,91,Jenn Gill,GTM,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256175181,
AOPS/POS Templates,Global Transfer Matrix,Issues that SHOULD be Transferred to FINSAP,expand_macro,Global Transfer Matrix SOP (DSC2S),1256175181,91,Jenn Gill,GTM,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256175181,
AOPS/POS Templates,Global Transfer Matrix,Issues that SHOULD be Transferred to FMOP,expand_macro,Global Transfer Matrix SOP (DSC2S),1256175181,91,Jenn Gill,GTM,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256175181,
AOPS/POS Templates,Global Transfer Matrix,Issues that SHOULD be Transferred to KAC,expand_macro,Global Transfer Matrix SOP (DSC2S),1256175181,91,Jenn Gill,GTM,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256175181,
AOPS/POS Templates,Global Transfer Matrix,Issues that SHOULD be Transferred to MCOMPLY,expand_macro,Global Transfer Matrix SOP (DSC2S),1256175181,91,Jenn Gill,GTM,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256175181,
AOPS/POS Templates,Global Transfer Matrix,Kits and Components (KAC),expand_macro,Global Transfer Matrix SOP (DSC2S),1256175181,91,Jenn Gill,GTM,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256175181,
AOPS/POS Templates,Global Transfer Matrix,Kits and Composites,bold,Global Transfer Matrix SOP (DSC2S),1256175181,91,Jenn Gill,GTM,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256175181,
AOPS/POS Templates,Global Transfer Matrix,Kits and Composites (KAC),bold,Global Transfer Matrix SOP (DSC2S),1256175181,91,Jenn Gill,GTM,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256175181,
AOPS/POS Templates,Global Transfer Matrix,Kits and Composites Supplier,bold,Global Transfer Matrix SOP (DSC2S),1256175181,91,Jenn Gill,GTM,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256175181,
AOPS/POS Templates,Global Transfer Matrix,Legal questions or concerns around compliance,paragraph,Global Transfer Matrix SOP (DSC2S),1256175181,91,Jenn Gill,GTM,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256175181,
AOPS/POS Templates,Global Transfer Matrix,Merch Compliance (MCOMPLY),bold,Global Transfer Matrix SOP (DSC2S),1256175181,91,Jenn Gill,GTM,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256175181,
AOPS/POS Templates,Global Transfer Matrix,Merch Compliance (MCOMPLY) Ticket Transfers,bold,Global Transfer Matrix SOP (DSC2S),1256175181,91,Jenn Gill,GTM,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256175181,
AOPS/POS Templates,Global Transfer Matrix,Merch Enrichment (ENRICH),bold,Global Transfer Matrix SOP (DSC2S),1256175181,91,Jenn Gill,GTM,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256175181,
AOPS/POS Templates,Global Transfer Matrix,Merchandising (ENRICH),expand_macro,Global Transfer Matrix SOP (DSC2S),1256175181,91,Jenn Gill,GTM,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256175181,
AOPS/POS Templates,Global Transfer Matrix,Merchandising Compliance (MCOMPLY),expand_macro,Global Transfer Matrix SOP (DSC2S),1256175181,91,Jenn Gill,GTM,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256175181,
AOPS/POS Templates,Global Transfer Matrix,More → Move,bold,Global Transfer Matrix SOP (DSC2S),1256175181,91,Jenn Gill,GTM,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256175181,
AOPS/POS Templates,Global Transfer Matrix,Move the Ticket,bold,Global Transfer Matrix SOP (DSC2S),1256175181,91,Jenn Gill,GTM,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256175181,
AOPS/POS Templates,Global Transfer Matrix,NA Pre-Order Fraud (FRD),bold,Global Transfer Matrix SOP (DSC2S),1256175181,91,Jenn Gill,GTM,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256175181,
AOPS/POS Templates,Global Transfer Matrix,Non Supplier Facing Teams,bold,Global Transfer Matrix SOP (DSC2S),1256175181,91,Jenn Gill,GTM,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256175181,
AOPS/POS Templates,Global Transfer Matrix,Number of Parcels affected:,bold,Global Transfer Matrix SOP (DSC2S),1256175181,91,Jenn Gill,GTM,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256175181,
AOPS/POS Templates,Global Transfer Matrix,"Once you have confirmed all of the required information, move to the Transfer to SC tab.",paragraph,Global Transfer Matrix SOP (DSC2S),1256175181,91,Jenn Gill,GTM,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256175181,
AOPS/POS Templates,Global Transfer Matrix,Order Processing Requests,expand_macro,Global Transfer Matrix SOP (DSC2S),1256175181,91,Jenn Gill,GTM,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256175181,
AOPS/POS Templates,Global Transfer Matrix,Order Processing Ticket,expand_macro,Global Transfer Matrix SOP (DSC2S),1256175181,91,Jenn Gill,GTM,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256175181,
AOPS/POS Templates,Global Transfer Matrix,Partner Home External Request,bold,Global Transfer Matrix SOP (DSC2S),1256175181,91,Jenn Gill,GTM,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256175181,
AOPS/POS Templates,Global Transfer Matrix,Passed Fraud Checking box IS checked &amp; Memo Box is NOT checked,expand_macro,Global Transfer Matrix SOP (DSC2S),1256175181,91,Jenn Gill,GTM,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256175181,
AOPS/POS Templates,Global Transfer Matrix,Passed Fraud Checking box NOT checked,expand_macro,Global Transfer Matrix SOP (DSC2S),1256175181,91,Jenn Gill,GTM,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256175181,
AOPS/POS Templates,Global Transfer Matrix,Questions on compliance/location restrictions for skus,paragraph,Global Transfer Matrix SOP (DSC2S),1256175181,91,Jenn Gill,GTM,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256175181,
AOPS/POS Templates,Global Transfer Matrix,Reach out to leadership for approval.,paragraph,Global Transfer Matrix SOP (DSC2S),1256175181,91,Jenn Gill,GTM,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256175181,
AOPS/POS Templates,Global Transfer Matrix,Reason for Transfer:,bold,Global Transfer Matrix SOP (DSC2S),1256175181,91,Jenn Gill,GTM,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256175181,
AOPS/POS Templates,Global Transfer Matrix,Replacement Part Operations (RPOps),expand_macro,Global Transfer Matrix SOP (DSC2S),1256175181,91,Jenn Gill,GTM,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256175181,
AOPS/POS Templates,Global Transfer Matrix,Request from Partner Home,bold,Global Transfer Matrix SOP (DSC2S),1256175181,91,Jenn Gill,GTM,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256175181,
AOPS/POS Templates,Global Transfer Matrix,Request remaining info from Supplier,bold,Global Transfer Matrix SOP (DSC2S),1256175181,91,Jenn Gill,GTM,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256175181,
AOPS/POS Templates,Global Transfer Matrix,Resolution Management Team (RMT) Requests,expand_macro,Global Transfer Matrix SOP (DSC2S),1256175181,91,Jenn Gill,GTM,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256175181,
AOPS/POS Templates,Global Transfer Matrix,SKU Configuration,expand_macro,Global Transfer Matrix SOP (DSC2S),1256175181,91,Jenn Gill,GTM,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256175181,
AOPS/POS Templates,Global Transfer Matrix,SKU Count Tier,bold,Global Transfer Matrix SOP (DSC2S),1256175181,91,Jenn Gill,GTM,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256175181,
AOPS/POS Templates,Global Transfer Matrix,SKU Count:,bold,Global Transfer Matrix SOP (DSC2S),1256175181,91,Jenn Gill,GTM,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256175181,
AOPS/POS Templates,Global Transfer Matrix,SKU Enrichment,expand_macro,Global Transfer Matrix SOP (DSC2S),1256175181,91,Jenn Gill,GTM,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256175181,
AOPS/POS Templates,Global Transfer Matrix,SKU List:,bold,Global Transfer Matrix SOP (DSC2S),1256175181,91,Jenn Gill,GTM,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256175181,
AOPS/POS Templates,Global Transfer Matrix,SKU Media,expand_macro,Global Transfer Matrix SOP (DSC2S),1256175181,91,Jenn Gill,GTM,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256175181,
AOPS/POS Templates,Global Transfer Matrix,SU Name:,bold,Global Transfer Matrix SOP (DSC2S),1256175181,91,Jenn Gill,GTM,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256175181,
AOPS/POS Templates,Global Transfer Matrix,SUID (of child warehouse affected):,bold,Global Transfer Matrix SOP (DSC2S),1256175181,91,Jenn Gill,GTM,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256175181,
AOPS/POS Templates,Global Transfer Matrix,Search for tickets,bold,Global Transfer Matrix SOP (DSC2S),1256175181,91,Jenn Gill,GTM,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256175181,
AOPS/POS Templates,Global Transfer Matrix,Supplier Claims (previously Credit Recovery),expand_macro,Global Transfer Matrix SOP (DSC2S),1256175181,91,Jenn Gill,GTM,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256175181,
AOPS/POS Templates,Global Transfer Matrix,Supplier Claims FKA Credit Recovery,bold,Global Transfer Matrix SOP (DSC2S),1256175181,91,Jenn Gill,GTM,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256175181,
AOPS/POS Templates,Global Transfer Matrix,Supplier Service Desk Transfers,expand_macro,Global Transfer Matrix SOP (DSC2S),1256175181,91,Jenn Gill,GTM,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256175181,
AOPS/POS Templates,Global Transfer Matrix,Supplier is included on the ticket.,bold,Global Transfer Matrix SOP (DSC2S),1256175181,91,Jenn Gill,GTM,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256175181,
AOPS/POS Templates,Global Transfer Matrix,Supplier’s Request:,bold,Global Transfer Matrix SOP (DSC2S),1256175181,91,Jenn Gill,GTM,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256175181,
AOPS/POS Templates,Global Transfer Matrix,T0 Scenario,expand_macro,Global Transfer Matrix SOP (DSC2S),1256175181,91,Jenn Gill,GTM,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256175181,
AOPS/POS Templates,Global Transfer Matrix,T1 Scenario,expand_macro,Global Transfer Matrix SOP (DSC2S),1256175181,91,Jenn Gill,GTM,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256175181,
AOPS/POS Templates,Global Transfer Matrix,Thank you!,bold,Global Transfer Matrix SOP (DSC2S),1256175181,91,Jenn Gill,GTM,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256175181,
AOPS/POS Templates,Global Transfer Matrix,"Thank you,",paragraph,Global Transfer Matrix SOP (DSC2S),1256175181,91,Jenn Gill,GTM,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256175181,
AOPS/POS Templates,Global Transfer Matrix,The following template must be filled out before the ticket is passed over:,paragraph,Global Transfer Matrix SOP (DSC2S),1256175181,91,Jenn Gill,GTM,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256175181,
AOPS/POS Templates,Global Transfer Matrix,These steps are ONLY applicable to GSCIEXE (Execute).,bold,Global Transfer Matrix SOP (DSC2S),1256175181,91,Jenn Gill,GTM,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256175181,
AOPS/POS Templates,Global Transfer Matrix,This section outlines the process for agents to transfer queries to the Castlegate team.,paragraph,Global Transfer Matrix SOP (DSC2S),1256175181,91,Jenn Gill,GTM,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256175181,
AOPS/POS Templates,Global Transfer Matrix,Ticket Transfer Process,expand_macro,Global Transfer Matrix SOP (DSC2S),1256175181,91,Jenn Gill,GTM,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256175181,
AOPS/POS Templates,Global Transfer Matrix,Ticket Transfers for Non-Supplier Facing Teams,expand_macro,Global Transfer Matrix SOP (DSC2S),1256175181,91,Jenn Gill,GTM,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256175181,
AOPS/POS Templates,Global Transfer Matrix,Transfer the Ticket,bold,Global Transfer Matrix SOP (DSC2S),1256175181,91,Jenn Gill,GTM,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256175181,
AOPS/POS Templates,Global Transfer Matrix,Transfer the ticket,bold,Global Transfer Matrix SOP (DSC2S),1256175181,91,Jenn Gill,GTM,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256175181,
AOPS/POS Templates,Global Transfer Matrix,Transfer to SC Project,expand_macro,Global Transfer Matrix SOP (DSC2S),1256175181,91,Jenn Gill,GTM,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256175181,
AOPS/POS Templates,Global Transfer Matrix,Transfer to the CARTON Project,bold,Global Transfer Matrix SOP (DSC2S),1256175181,91,Jenn Gill,GTM,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256175181,
AOPS/POS Templates,Global Transfer Matrix,Transfer to the ENRICH Project,bold,Global Transfer Matrix SOP (DSC2S),1256175181,91,Jenn Gill,GTM,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256175181,
AOPS/POS Templates,Global Transfer Matrix,Transfer to the FRD Project,bold,Global Transfer Matrix SOP (DSC2S),1256175181,91,Jenn Gill,GTM,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256175181,
AOPS/POS Templates,Global Transfer Matrix,Transfer to the KAC Project,bold,Global Transfer Matrix SOP (DSC2S),1256175181,91,Jenn Gill,GTM,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256175181,
AOPS/POS Templates,Global Transfer Matrix,Transfer to the MCOMPLY Project,bold,Global Transfer Matrix SOP (DSC2S),1256175181,91,Jenn Gill,GTM,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256175181,
AOPS/POS Templates,Global Transfer Matrix,UPS Exception,expand_macro,Global Transfer Matrix SOP (DSC2S),1256175181,91,Jenn Gill,GTM,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256175181,
AOPS/POS Templates,Global Transfer Matrix,Unmark the order as shipped:,paragraph,Global Transfer Matrix SOP (DSC2S),1256175181,91,Jenn Gill,GTM,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256175181,
